Northbridge,1886,2004,3004,989,976,2799,2134,2965,1438,3347,2008,2770,2835,4617,4515,2919,4042,3369,3407,1949,2385,2743,2926,2374,6004,949,3153,4332,4457,3000
Oakham,356,366,582,149,143,581,380,425,237,516,317,439,407,715,783,334,561,551,597,338,413,492,485,443,935,149,561,568,727,389
Oxford,1654,1808,2675,785,650,2790,2014,2534,1420,2911,1977,2377,2148,4202,4330,2075,3349,3018,2959,1757,1920,2661,2584,2179,5083,724,2753,3642,4034,2346
Paxton,877,997,1483,378,386,1436,813,1058,614,1239,770,1098,860,1618,1545,944,1453,1030,1192,734,879,1036,1027,973,1924,349,1192,1311,1508,995
Petersham,232,350,379,213,164,430,283,348,205,367,279,296,213,598,558,250,507,298,338,351,293,363,298,389,662,105,450,354,537,252
Phillipston,284,280,435,133,100,456,301,371,222,415,341,315,294,668,624,333,490,462,443,271,310,377,367,344,802,105,493,446,608,316
Princeton,661,868,1133,369,443,1022,889,739,582,1017,657,934,777,1403,1486,716,1312,871,1055,766,798,978,894,964,1793,231,1277,982,1504,762
Royalston,214,205,298,126,106,309,237,227,152,273,219,210,181,506,502,182,371,304,255,267,220,278,239,280,552,90,405,255,453,205
Rutland,1176,1333,2045,553,510,2070,1272,1616,914,1919,1167,1667,1421,2729,2647,1529,2222,1929,2161,1236,1474,1824,1744,1671,3559,555,2029,2360,2779,1610
Shrewsbury,5702,5990,9354,2701,2599,9200,5611,6877,3846,7992,4950,6891,5946,11424,11141,6277,10409,6942,7534,5931,5331,7686,6441,7242,14130,2284,7993,9482,10286,7170
Southborough,2038,2024,3034,1069,1027,3038,1996,2251,1430,2608,1557,2483,2205,3437,3771,1879,3558,2056,2419,2036,2126,2194,2168,2310,4771,604,3123,2567,3577,2101
Southbridge,1582,2018,2661,947,706,2855,2116,2672,1672,3009,2253,2379,2123,4281,4281,2210,3767,2694,2316,1890,1599,2546,1948,2347,4730,1123,2199,4041,3833,2658
Spencer,1830,1774,2820,828,615,3114,1581,2289,1188,2492,1639,2060,1963,3552,3749,1816,2886,2639,2668,1400,1720,2216,2212,1882,4228,785,2350,3075,3326,2075
Sterling,1645,1474,2448,630,702,2344,1472,1747,1019,2046,1191,1871,1818,2830,2974,1676,2615,2020,2393,1383,1738,1904,2010,1769,3784,595,2284,2408,2877,1813
Sturbridge,1220,1541,2045,722,750,1989,1700,1894,1153,2343,1429,2058,1757,3360,3345,1803,3039,2081,2274,1535,1546,2179,1952,1914,4162,657,2373,2802,3169,1992
Sutton,1733,1587,2722,614,618,2668,1717,1941,1196,2238,1390,2086,1850,3263,3340,1767,2740,2331,2834,1393,1971,2101,2418,1813,4113,698,2500,2716,3217,2003
Templeton,982,1038,1564,494,320,1815,1073,1529,724,1793,1189,1350,1068,2627,2269,1433,1899,1789,1745,1066,1268,1498,1406,1430,2905,465,1575,2133,2192,1504
Upton,1257,1291,1955,632,584,1941,1268,1594,953,1762,1141,1557,1571,2521,2791,1300,2459,1599,2020,1205,1535,1546,1693,1525,3347,486,2225,1937,2683,1474
Uxbridge,2292,2032,3301,1015,695,3578,2013,2854,1403,3187,1997,2646,2733,4287,4515,2476,3898,3051,3382,1839,2430,2563,2911,2296,5682,884,3146,3851,4329,2659
Warren,720,683,1027,333,222,1120,766,779,476,979,654,805,643,1602,1503,738,1353,883,856,761,613,934,791,826,1723,313,1042,1166,1383,817
Webster,2206,1978,3281,804,592,3494,1837,2364,1306,2690,1812,2216,2466,4035,4365,2130,3567,2926,2991,1751,1941,2665,2597,2213,5099,901,2738,3790,3968,2515
W. Boylston,1252,1407,2205,472,597,2187,1343,1613,919,1884,1216,1597,1338,2602,2516,1444,2245,1685,1906,1277,1575,1533,1579,1625,3214,495,1783,2284,2397,1674
W. Brookfield,568,616,953,325,249,1037,689,742,451,922,627,757,565,1400,1307,664,1088,885,865,627,599,858,717,795,1504,230,965,955,1183,731
Westborough,2854,3242,4394,1742,1651,4338,2786,3614,2208,3894,2450,3587,3177,5628,5932,2888,5582,3201,3419,3153,2631,3771,2940,3735,7136,1024,4533,4275,5369,3347
Westminster,1459,1451,2340,656,603,2343,1284,1818,927,2033,1362,1618,1452,2791,2610,1637,2246,1977,2120,1174,1735,1458,1707,1591,3353,570,1952,2188,2550,1581
Winchendon,1268,1151,1820,529,363,2053,1317,1482,959,1876,1422,1396,1336,2884,2870,1371,2319,1885,1761,1191,1243,1631,1554,1421,3175,597,1860,2167,2309,1708
Worcester,17216,21260,27246,12118,8302,30908,15541,22288,12758,22682,18743,17285,16705,41039,38453,19038,32817,24218,19850,20481,13913,25342,16666,24057,43997,8231,23066,32508,36623,22545
